Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),,PT08.S5(O3),T,RH,AH,T2,RH2,AH2,
17-02-2005,02.00.00,2,,,,3,1102,-200,7,9,897,326,715,173,1024,1196,5,3885,
17-02-2005,03.00.00,1,,,,0,993,-200,3,6,688,-200,847,-200,874,931,5,3990,
17-02-2005,04.00.00,0,,,,6,912,-200,1,7,559,72,1016,64,837,656,5,4298,
17-02-2005,05.00.00,0,,,,5,883,-200,1,0,496,49,1140,46,804,478,6,4499,
17-02-2005,06.00.00,0,,,,5,893,-200,1,1,507,59,1111,51,794,489,6,4224,
17-02-2005,07.00.00,1,,,,0,1033,-200,4,0,711,220,893,115,935,893,6,4230,
17-02-2005,08.00.00,2,,,,6,1222,-200,9,7,966,602,636,238,1134,1322,6,4383,
17-02-2005,09.00.00,2,,,,7,1190,-200,10,6,1000,485,624,202,1152,1280,7,4440,
17-02-2005,10.00.00,1,,,,8,1035,-200,5,4,783,295,794,167,969,943,10,4536,
17-02-2005,11.00.00,1,,,,2,990,-200,3,9,705,217,873,139,913,772,9,4775,
17-02-2005,12.00.00,1,,,,3,1011,-200,4,4,732,236,830,147,944,826,8,4787,
17-02-2005,13.00.00,1,,,,4,1041,-200,5,0,763,196,790,130,1003,808,8,5238,
17-02-2005,14.00.00,1,,,,8,1086,-200,6,8,850,233,723,143,1072,901,8,5208,
17-02-2005,15.00.00,1,,,,3,1021,-200,4,8,755,207,807,143,980,763,8,5256,
17-02-2005,16.00.00,1,,,,4,1014,-200,5,0,761,198,806,136,972,722,9,5173,
17-02-2005,17.00.00,1,,,,4,1023,-200,5,2,771,212,807,143,982,735,9,4974,
17-02-2005,18.00.00,2,,,,4,1172,-200,10,0,977,280,657,177,1160,1047,8,4977,
17-02-2005,19.00.00,2,,,,8,1172,-200,11,1,1017,315,623,198,1185,1163,7,5013,
17-02-2005,20.00.00,3,,,,3,1219,-200,12,9,1081,378,590,200,1246,1244,7,4871,
17-02-2005,21.00.00,2,,,,5,1106,-200,7,8,891,320,708,191,1058,1025,7,4854,
17-02-2005,22.00.00,2,,,,1,1078,-200,6,3,824,265,759,169,1016,982,6,4832,
17-02-2005,23.00.00,1,,,,2,939,-200,2,8,637,129,960,106,883,607,7,4867,
18-02-2005,00.00.00,1,,,,2,975,-200,3,3,670,129,943,105,910,616,6,4874,
18-02-2005,01.00.00,1,,,,3,958,-200,3,1,660,172,935,130,905,654,6,4792,
18-02-2005,02.00.00,1,,,,0,921,-200,2,1,594,100,1025,82,867,479,6,4787,
18-02-2005,03.00.00,0,,,,8,931,-200,1,9,580,-200,983,-200,863,487,5,4855,
18-02-2005,04.00.00,-200,,,,0,874,-200,0,7,472,49,1179,45,803,382,6,4814,
18-02-2005,05.00.00,0,,,,4,872,-200,0,8,476,36,1249,35,794,350,6,4796,
18-02-2005,06.00.00,0,,,,5,904,-200,1,3,530,79,1079,60,846,438,6,4850,
18-02-2005,07.00.00,0,,,,7,951,-200,1,8,568,128,1021,90,888,578,6,4886,
18-02-2005,08.00.00,2,,,,1,1183,-200,7,9,896,456,673,205,1115,1140,6,4903,
18-02-2005,09.00.00,2,,,,5,1187,-200,9,8,970,477,625,199,1174,1203,8,4922,
18-02-2005,10.00.00,2,,,,0,1072,-200,7,4,874,342,715,153,1033,1000,10,4794,
18-02-2005,11.00.00,1,,,,4,1011,-200,5,3,780,254,805,163,964,806,11,4818,
18-02-2005,12.00.00,1,,,,3,997,-200,4,8,752,231,837,152,952,724,11,4758,
18-02-2005,13.00.00,1,,,,4,989,-200,5,6,791,213,804,146,953,690,11,4479,
18-02-2005,14.00.00,1,,,,6,1006,-200,6,6,837,208,775,146,971,757,10,4260,
18-02-2005,15.00.00,1,,,,7,1016,-200,6,7,845,270,771,134,987,818,11,4249,
18-02-2005,16.00.00,1,,,,8,1069,-200,8,4,918,276,724,164,1045,936,11,4223,
18-02-2005,17.00.00,2,,,,4,1109,-200,10,3,989,375,664,141,1096,1133,11,4243,
18-02-2005,18.00.00,2,,,,8,1182,-200,12,6,1071,395,617,204,1187,1298,9,4333,
18-02-2005,19.00.00,3,,,,3,1253,-200,16,0,1179,421,573,210,1268,1387,8,4336,
18-02-2005,20.00.00,4,,,,8,1288,-200,17,6,1228,632,549,250,1333,1502,8,4411,
18-02-2005,21.00.00,2,,,,8,1153,-200,10,1,981,424,666,202,1097,1273,8,4448,
18-02-2005,22.00.00,2,,,,4,1161,-200,9,8,969,369,677,190,1111,1271,7,4446,
18-02-2005,23.00.00,2,,,,9,1271,-200,11,5,1031,484,618,236,1138,1464,5,4698,
19-02-2005,00.00.00,2,,,,7,1156,-200,8,2,909,456,684,250,1023,1384,4,4558,
19-02-2005,01.00.00,2,,,,1,1106,-200,6,8,850,373,727,219,997,1281,3,4462,
19-02-2005,02.00.00,1,,,,5,1008,-200,4,3,726,228,834,156,913,1083,3,4388,
19-02-2005,03.00.00,1,,,,2,966,-200,3,9,703,-200,865,-200,903,989,2,4333,
19-02-2005,04.00.00,0,,,,9,931,-200,2,6,627,117,948,98,860,911,2,4317,
19-02-2005,05.00.00,0,,,,8,922,-200,2,4,611,108,962,89,867,893,1,4276,
19-02-2005,06.00.00,0,,,,8,911,-200,2,3,606,126,950,104,866,894,1,4293,
19-02-2005,07.00.00,1,,,,1,993,-200,4,5,736,235,819,148,941,1018,0,4294,
19-02-2005,08.00.00,1,,,,9,1100,-200,8,5,919,339,678,194,1072,1191,0,4231,
19-02-2005,09.00.00,2,,,,5,1141,-200,9,0,940,399,651,231,1099,1285,2,4338,
19-02-2005,10.00.00,2,,,,2,1085,-200,5,7,800,346,750,200,983,1219,3,4402,
19-02-2005,11.00.00,2,,,,1,1153,-200,6,9,853,407,696,217,1027,1370,4,4483,
19-02-2005,12.00.00,2,,,,3,1122,-200,6,4,831,393,722,210,982,1317,7,4538,
19-02-2005,13.00.00,1,,,,2,992,-200,3,5,685,166,890,126,902,818,11,4586,
19-02-2005,14.00.00,1,,,,2,1018,-200,3,7,693,157,868,118,937,683,13,5084,
19-02-2005,15.00.00,1,,,,1,981,-200,2,9,649,141,924,114,901,573,12,5002,
19-02-2005,16.00.00,1,,,,1,988,-200,3,4,679,144,905,117,911,595,12,4684,
19-02-2005,17.00.00,1,,,,4,1059,-200,5,3,777,191,797,140,969,774,13,4486,
19-02-2005,18.00.00,1,,,,7,1110,-200,7,3,870,255,708,168,1057,1059,11,4540,
19-02-2005,19.00.00,2,,,,5,1204,-200,10,0,979,379,639,202,1147,1326,10,4568,
19-02-2005,20.00.00,2,,,,7,1275,-200,12,3,1061,427,593,211,1203,1494,10,4708,
19-02-2005,21.00.00,3,,,,1,1297,-200,11,8,1044,509,600,231,1185,1559,9,4792,
19-02-2005,22.00.00,2,,,,8,1277,-200,10,4,991,459,609,214,1141,1575,9,4857,
19-02-2005,23.00.00,1,,,,9,1207,-200,7,7,888,293,664,181,1062,1447,9,4927,
20-02-2005,00.00.00,1,,,,9,1222,-200,7,5,880,269,684,173,1083,1367,9,5279,
20-02-2005,01.00.00,1,,,,7,1141,-200,6,1,816,244,745,169,1026,1230,8,5108,
20-02-2005,02.00.00,2,,,,2,1228,-200,8,3,913,293,643,174,1124,1396,7,5300,
20-02-2005,03.00.00,1,,,,6,1120,-200,5,1,770,-200,756,-200,1012,1191,7,5242,
20-02-2005,04.00.00,1,,,,5,1067,-200,4,9,758,177,775,130,993,1009,8,5099,
20-02-2005,05.00.00,0,,,,8,947,-200,1,9,580,81,978,72,894,572,8,5375,
20-02-2005,06.00.00,0,,,,5,918,-200,1,0,501,42,1148,40,881,420,8,5883,
20-02-2005,07.00.00,0,,,,5,920,-200,1,1,506,61,1142,56,905,453,7,5914,
20-02-2005,08.00.00,0,,,,7,941,-200,1,5,541,101,1065,81,919,520,8,5796,
20-02-2005,09.00.00,0,,,,7,949,-200,1,6,552,98,1035,81,919,531,8,5752,
20-02-2005,10.00.00,0,,,,9,990,-200,2,3,604,114,944,88,947,579,10,5870,
20-02-2005,11.00.00,1,,,,0,996,-200,2,5,620,118,928,94,946,570,10,5838,
20-02-2005,12.00.00,1,,,,1,1023,-200,2,5,623,120,916,97,976,571,9,6515,
20-02-2005,13.00.00,1,,,,1,1037,-200,2,8,636,151,891,112,1024,582,7,7124,
20-02-2005,14.00.00,1,,,,0,1017,-200,2,4,613,131,919,104,1007,551,8,6991,
20-02-2005,15.00.00,1,,,,1,1042,-200,3,3,671,145,861,107,1038,634,8,6721,
20-02-2005,16.00.00,1,,,,3,1037,-200,3,2,665,156,854,114,1013,633,8,6429,
20-02-2005,17.00.00,1,,,,2,1009,-200,2,8,640,151,915,115,996,613,8,6227,
20-02-2005,18.00.00,1,,,,3,1033,-200,3,4,675,173,853,127,1006,702,8,6222,
20-02-2005,19.00.00,1,,,,1,1016,-200,2,9,647,154,906,119,997,649,7,6341,
20-02-2005,20.00.00,1,,,,5,1076,-200,4,6,745,221,801,149,1040,841,7,6123,
20-02-2005,21.00.00,1,,,,4,1029,-200,3,8,699,193,851,140,1001,795,7,5994,
20-02-2005,22.00.00,1,,,,1,984,-200,3,1,661,130,898,105,965,638,7,5753,
20-02-2005,23.00.00,1,,,,3,1003,-200,3,7,694,156,876,116,976,663,7,5572,
21-02-2005,00.00.00,1,,,,4,1009,-200,3,3,671,148,877,112,1010,610,6,6188,
21-02-2005,01.00.00,1,,,,1,946,-200,2,1,588,93,1005,80,948,480,6,6056,
21-02-2005,02.00.00,0,,,,8,910,-200,1,2,518,66,1130,59,936,404,5,6498,
21-02-2005,03.00.00,0,,,,6,886,-200,0,7,464,-200,1273,-200,919,357,4,6751,
21-02-2005,04.00.00,-200,,,,0,879,-200,0,5,447,38,1317,36,910,348,4,6712,
21-02-2005,05.00.00,0,,,,5,907,-200,1,0,502,50,1129,49,947,399,3,6653,
21-02-2005,06.00.00,0,,,,6,949,-200,2,1,589,77,987,63,1001,464,3,6617,
21-02-2005,07.00.00,1,,,,2,1054,-200,5,5,786,183,766,123,1129,699,4,6742,
21-02-2005,08.00.00,2,,,,2,1214,-200,10,9,1010,256,609,164,1282,1006,5,6646,
21-02-2005,09.00.00,2,,,,9,1253,-200,13,3,1095,355,566,218,1375,1206,4,6651,
21-02-2005,10.00.00,2,,,,9,1197,-200,9,6,964,491,614,254,1260,1122,3,6811,
21-02-2005,11.00.00,2,,,,0,1156,-200,7,0,859,387,684,210,1196,1069,6,7383,
21-02-2005,12.00.00,1,,,,7,1132,-200,6,6,837,384,694,208,1199,1062,7,7133,
21-02-2005,13.00.00,2,,,,2,1207,-200,9,3,950,368,623,204,1303,1162,8,7039,
21-02-2005,14.00.00,1,,,,8,1127,-200,7,9,896,258,664,172,1227,1010,8,6942,
21-02-2005,15.00.00,1,,,,6,1112,-200,6,9,851,231,694,157,1184,931,6,7118,
21-02-2005,16.00.00,1,,,,9,1186,-200,8,6,925,290,641,181,1272,1025,7,7425,
21-02-2005,17.00.00,2,,,,2,1192,-200,10,0,976,335,618,194,1290,1110,7,7195,
21-02-2005,18.00.00,2,,,,2,1177,-200,8,8,931,293,656,193,1281,979,5,7223,
21-02-2005,19.00.00,4,,,,9,1478,-200,20,2,1301,526,469,252,1682,1409,5,7293,
21-02-2005,20.00.00,6,,,,3,1486,-200,19,7,1289,607,466,283,1633,1438,5,7261,
21-02-2005,21.00.00,2,,,,7,1118,-200,7,1,863,326,680,208,1194,1083,5,6808,
21-02-2005,22.00.00,1,,,,4,1019,-200,4,4,730,188,811,143,1082,916,5,6604,
21-02-2005,23.00.00,1,,,,2,961,-200,2,9,643,163,914,124,1046,825,6,6848,
22-02-2005,00.00.00,0,,,,8,931,-200,2,1,591,102,1015,89,1015,704,6,6733,
22-02-2005,01.00.00,0,,,,8,938,-200,2,1,592,95,992,85,1032,668,4,6825,
22-02-2005,02.00.00,0,,,,7,888,-200,1,1,511,71,1112,66,963,512,3,6787,
22-02-2005,03.00.00,0,,,,4,844,-200,0,6,454,-200,1327,-200,908,385,2,6407,
22-02-2005,04.00.00,0,,,,4,851,-200,0,5,440,46,1349,46,918,377,3,6736,
22-02-2005,05.00.00,0,,,,5,905,-200,1,0,503,62,1152,60,956,467,3,6608,
22-02-2005,06.00.00,0,,,,9,987,-200,2,6,628,170,929,117,1035,691,3,6640,
22-02-2005,07.00.00,1,,,,5,1124,-200,6,7,842,313,690,178,1180,981,3,6677,
22-02-2005,08.00.00,3,,,,8,1408,-200,16,7,1200,687,490,295,1523,1369,4,6820,
22-02-2005,09.00.00,5,,,,4,1501,-200,24,0,1403,757,418,243,1789,1589,4,6889,
22-02-2005,10.00.00,3,,,,5,1266,-200,15,0,1149,559,528,255,1435,1370,6,7025,
22-02-2005,11.00.00,1,,,,7,1082,-200,6,9,855,286,725,201,1140,1005,9,6787,
22-02-2005,12.00.00,2,,,,0,1123,-200,9,1,942,324,653,208,1225,1105,11,6580,
22-02-2005,13.00.00,2,,,,1,1174,-200,10,0,979,316,611,212,1282,1142,8,7072,
22-02-2005,14.00.00,3,,,,0,1209,-200,12,9,1082,407,573,238,1355,1105,6,6903,
22-02-2005,15.00.00,2,,,,1,1120,-200,9,0,940,305,657,201,1245,917,6,6973,
22-02-2005,16.00.00,2,,,,5,1174,-200,10,9,1010,360,613,218,1305,1050,7,7165,
22-02-2005,17.00.00,2,,,,2,1068,-200,7,9,896,339,702,222,1177,848,6,6834,
22-02-2005,18.00.00,2,,,,4,1146,-200,10,2,985,304,650,206,1236,952,5,6718,
22-02-2005,19.00.00,3,,,,6,1204,-200,13,2,1089,397,601,251,1335,1059,5,6556,
22-02-2005,20.00.00,2,,,,6,1062,-200,8,1,903,270,717,190,1141,720,4,6491,
22-02-2005,21.00.00,2,,,,7,1122,-200,8,5,919,339,680,218,1201,981,4,6648,
22-02-2005,22.00.00,1,,,,4,940,-200,3,6,686,190,903,150,1005,648,4,6429,
22-02-2005,23.00.00,0,,,,9,935,-200,2,6,628,126,995,111,986,611,4,6523,
23-02-2005,00.00.00,1,,,,5,1011,-200,4,3,725,189,852,142,1050,773,4,6506,
23-02-2005,01.00.00,1,,,,1,952,-200,3,2,665,146,907,119,1007,703,4,6517,
23-02-2005,02.00.00,0,,,,8,899,-200,1,8,572,98,1063,87,951,560,3,6430,
23-02-2005,03.00.00,0,,,,6,880,-200,1,4,533,-200,1161,-200,948,499,3,6403,
23-02-2005,04.00.00,0,,,,6,882,-200,1,2,516,75,1132,70,959,575,3,6426,
23-02-2005,05.00.00,0,,,,6,844,-200,0,7,466,77,1261,68,894,478,4,6304,
23-02-2005,06.00.00,0,,,,6,860,-200,1,0,497,72,1251,66,912,442,4,6311,
23-02-2005,07.00.00,0,,,,7,917,-200,2,2,597,152,1084,117,994,602,4,6480,
23-02-2005,08.00.00,1,,,,7,1126,-200,7,7,886,337,719,197,1208,936,4,6687,
23-02-2005,09.00.00,1,,,,9,1033,-200,6,2,820,360,740,198,1114,870,4,6706,
23-02-2005,10.00.00,1,,,,4,944,-200,3,8,697,243,881,167,1022,688,3,6419,
23-02-2005,11.00.00,1,,,,3,955,-200,3,6,687,277,895,180,1004,706,2,6326,
23-02-2005,12.00.00,1,,,,2,992,-200,3,7,694,266,900,169,1020,756,3,6482,
23-02-2005,13.00.00,1,,,,9,1090,-200,8,3,910,317,701,210,1192,974,5,6621,
23-02-2005,14.00.00,2,,,,5,1151,-200,10,1,983,375,629,232,1244,1121,5,6686,
23-02-2005,15.00.00,2,,,,3,1148,-200,9,9,975,349,638,223,1243,1064,5,6826,
23-02-2005,16.00.00,2,,,,3,1140,-200,9,2,946,377,653,224,1231,1076,5,6875,
23-02-2005,17.00.00,2,,,,5,1160,-200,10,3,990,403,632,238,1254,1090,4,6826,
23-02-2005,18.00.00,2,,,,8,1167,-200,11,4,1027,422,610,249,1289,1119,4,6845,
23-02-2005,19.00.00,2,,,,7,1194,-200,11,7,1038,388,605,223,1317,1181,4,6826,
23-02-2005,20.00.00,3,,,,1,1224,-200,12,6,1071,431,590,244,1331,1240,4,6686,
23-02-2005,21.00.00,2,,,,9,1209,-200,11,4,1028,425,619,243,1264,1254,4,6647,
23-02-2005,22.00.00,2,,,,6,1145,-200,9,6,962,391,657,226,1212,1192,4,6621,
23-02-2005,23.00.00,1,,,,5,1016,-200,4,6,744,231,825,167,1053,1020,4,6479,
24-02-2005,00.00.00,1,,,,6,1018,-200,4,7,750,248,831,172,1051,916,3,6450,
24-02-2005,01.00.00,1,,,,1,937,-200,2,6,625,142,977,120,983,798,5,6626,
24-02-2005,02.00.00,0,,,,9,949,-200,2,9,647,117,956,100,1023,762,4,6666,
24-02-2005,03.00.00,0,,,,7,895,-200,1,5,545,-200,1080,-200,964,685,4,6770,
24-02-2005,04.00.00,-200,,,,0,884,-200,1,3,528,96,1148,86,960,619,2,6503,
24-02-2005,05.00.00,0,,,,6,883,-200,1,2,518,87,1135,81,962,606,3,6612,
24-02-2005,06.00.00,0,,,,8,968,-200,3,0,652,197,937,131,1051,788,3,6724,
24-02-2005,07.00.00,1,,,,5,1071,-200,5,5,787,290,755,170,1146,947,3,6771,
24-02-2005,08.00.00,3,,,,1,1310,-200,12,9,1082,621,555,267,1400,1254,4,6819,
24-02-2005,09.00.00,3,,,,8,1332,-200,14,5,1132,645,522,269,1439,1352,3,6847,
24-02-2005,10.00.00,2,,,,7,1178,-200,9,0,939,573,640,244,1228,1165,4,6967,
24-02-2005,11.00.00,1,,,,8,1093,-200,6,5,836,414,728,232,1142,1025,4,6997,
24-02-2005,12.00.00,1,,,,4,1060,-200,5,4,784,314,770,196,1117,941,5,7238,
24-02-2005,13.00.00,1,,,,7,1121,-200,7,4,873,317,697,195,1206,1000,6,7519,
24-02-2005,14.00.00,1,,,,9,1118,-200,7,7,888,290,685,189,1223,962,7,7394,
24-02-2005,15.00.00,2,,,,2,1205,-200,10,7,1002,385,612,212,1299,1214,8,7387,
24-02-2005,16.00.00,3,,,,0,1274,-200,13,3,1094,507,537,267,1364,1428,7,7399,
24-02-2005,17.00.00,3,,,,0,1301,-200,13,2,1092,534,525,262,1388,1484,7,7372,
24-02-2005,18.00.00,3,,,,9,1405,-200,17,5,1224,601,468,270,1503,1658,6,7326,
24-02-2005,19.00.00,4,,,,0,1375,-200,17,7,1230,583,473,260,1522,1632,6,7184,
24-02-2005,20.00.00,3,,,,9,1367,-200,17,5,1225,551,485,265,1492,1628,6,7187,
24-02-2005,21.00.00,3,,,,5,1324,-200,14,1,1121,547,531,262,1399,1481,6,7345,
24-02-2005,22.00.00,2,,,,4,1170,-200,8,4,917,385,652,227,1218,1205,5,7443,
24-02-2005,23.00.00,2,,,,1,1169,-200,7,9,895,318,681,192,1201,1106,5,7393,
25-02-2005,00.00.00,2,,,,5,1181,-200,8,1,905,356,657,202,1215,1106,5,7530,
25-02-2005,01.00.00,2,,,,1,1146,-200,7,1,860,326,692,189,1181,1092,5,7487,
25-02-2005,02.00.00,1,,,,5,1059,-200,5,2,773,233,767,157,1127,984,5,7416,
25-02-2005,03.00.00,1,,,,1,1010,-200,3,4,679,-200,854,-200,1046,889,5,7300,
25-02-2005,04.00.00,1,,,,0,1007,-200,3,4,677,116,863,97,1053,848,5,7265,
25-02-2005,05.00.00,0,,,,8,932,-200,2,1,595,120,991,100,1025,771,5,7273,
25-02-2005,06.00.00,1,,,,0,998,-200,4,1,717,228,872,146,1095,895,5,7219,
25-02-2005,07.00.00,1,,,,4,1072,-200,6,1,819,303,751,175,1161,1003,5,7179,
25-02-2005,08.00.00,3,,,,6,1424,-200,18,7,1260,-200,494,-200,1568,1442,5,7340,
25-02-2005,09.00.00,5,,,,8,1527,-200,27,9,1502,-200,411,-200,1868,1727,6,7355,
25-02-2005,10.00.00,4,,,,2,1364,-200,17,8,1234,529,504,190,1533,1606,8,7384,
25-02-2005,11.00.00,3,,,,3,1190,-200,11,8,1044,615,615,166,1324,1354,10,6746,
25-02-2005,12.00.00,1,,,,7,1021,-200,6,6,839,298,771,153,1084,914,13,6028,
25-02-2005,13.00.00,2,,,,1,1051,-200,8,4,914,317,707,167,1122,913,10,5849,
25-02-2005,14.00.00,2,,,,2,1021,-200,7,6,882,305,727,137,1097,847,11,5706,
25-02-2005,15.00.00,1,,,,8,1016,-200,6,7,842,253,762,140,1067,778,12,5568,
25-02-2005,16.00.00,2,,,,0,1040,-200,7,9,893,296,723,150,1104,835,12,5586,
25-02-2005,17.00.00,2,,,,3,1089,-200,8,4,916,293,710,152,1124,903,12,5488,
25-02-2005,18.00.00,2,,,,8,1148,-200,12,1,1054,353,631,177,1233,1157,10,5366,
25-02-2005,19.00.00,3,,,,4,1162,-200,12,6,1070,399,625,189,1229,1237,8,5385,
25-02-2005,20.00.00,4,,,,0,1197,-200,13,6,1102,454,609,195,1309,1253,7,5384,
25-02-2005,21.00.00,2,,,,3,1059,-200,8,1,905,356,735,179,1098,1130,7,5404,
25-02-2005,22.00.00,2,,,,7,1207,-200,11,2,1023,473,629,188,1233,1373,6,5958,
25-02-2005,23.00.00,2,,,,7,1188,-200,10,1,983,482,648,170,1193,1338,5,6033,
26-02-2005,00.00.00,2,,,,8,1153,-200,8,8,933,443,687,161,1133,1268,4,5936,
26-02-2005,01.00.00,2,,,,1,1061,-200,6,8,849,373,757,145,1063,1125,4,5756,
26-02-2005,02.00.00,1,,,,9,1028,-200,6,4,831,320,771,136,1063,1054,3,5626,
26-02-2005,03.00.00,2,,,,1,1082,-200,6,7,843,-200,729,-200,1061,1090,2,5591,
26-02-2005,04.00.00,1,,,,7,1037,-200,5,2,771,233,784,122,1004,1029,2,5514,
26-02-2005,05.00.00,1,,,,3,942,-200,3,6,688,161,897,115,947,882,3,5359,
26-02-2005,06.00.00,0,,,,9,904,-200,2,7,633,137,993,103,897,717,4,5173,
26-02-2005,07.00.00,1,,,,0,855,-200,1,9,578,144,1121,108,855,599,5,5022,
26-02-2005,08.00.00,1,,,,0,914,-200,3,9,705,182,966,124,926,687,6,4880,
26-02-2005,09.00.00,1,,,,5,933,-200,4,1,714,227,899,133,927,706,6,4892,
26-02-2005,10.00.00,1,,,,5,942,-200,3,7,696,203,920,124,912,682,8,5114,
26-02-2005,11.00.00,1,,,,4,943,-200,3,6,688,179,924,116,909,629,9,5202,
26-02-2005,12.00.00,2,,,,4,959,-200,4,1,717,171,892,113,939,664,9,5238,
26-02-2005,13.00.00,2,,,,8,971,-200,4,5,739,181,868,117,972,664,9,5300,
26-02-2005,14.00.00,2,,,,9,954,-200,4,5,735,175,863,118,953,630,9,5332,
26-02-2005,15.00.00,2,,,,6,929,-200,2,9,645,148,962,108,906,524,9,5417,
26-02-2005,16.00.00,2,,,,5,933,-200,3,1,660,132,955,98,911,488,9,5420,
26-02-2005,17.00.00,2,,,,7,967,-200,3,9,704,162,888,117,961,609,7,5797,
26-02-2005,18.00.00,2,,,,8,987,-200,4,2,723,185,863,126,974,684,6,5956,
26-02-2005,19.00.00,3,,,,0,1003,-200,5,2,772,234,821,142,1008,788,6,5758,
26-02-2005,20.00.00,3,,,,7,1138,-200,10,2,986,275,663,157,1188,1030,7,5806,
26-02-2005,21.00.00,3,,,,5,1087,-200,8,1,903,272,713,161,1106,1026,7,5790,
26-02-2005,22.00.00,3,,,,8,1129,-200,8,5,920,331,689,169,1139,1182,6,5848,
26-02-2005,23.00.00,4,,,,3,1191,-200,10,7,1005,347,637,166,1224,1284,5,5808,
27-02-2005,00.00.00,4,,,,8,1256,-200,11,5,1032,488,612,189,1230,1371,6,5811,
27-02-2005,01.00.00,4,,,,2,1171,-200,9,5,960,404,679,184,1121,1234,5,5458,
27-02-2005,02.00.00,3,,,,3,1016,-200,5,3,780,255,798,145,1004,1060,4,5525,
27-02-2005,03.00.00,3,,,,0,1035,-200,5,8,805,-200,790,-200,1022,1038,3,5458,
27-02-2005,04.00.00,-200,,,,0,980,-200,4,6,744,174,840,119,979,970,2,5383,
27-02-2005,05.00.00,1,,,,0,901,-200,2,7,631,108,988,87,915,751,3,5295,
27-02-2005,06.00.00,0,,,,9,914,-200,3,1,655,107,949,77,949,742,1,5168,
27-02-2005,07.00.00,1,,,,1,940,-200,3,2,665,188,900,112,955,879,1,5261,
27-02-2005,08.00.00,1,,,,1,935,-200,3,6,689,225,894,118,949,871,2,5172,
27-02-2005,09.00.00,1,,,,2,970,-200,3,7,691,208,891,124,956,890,3,5208,
27-02-2005,10.00.00,1,,,,7,1064,-200,6,4,830,270,739,144,1053,1059,7,5307,
27-02-2005,11.00.00,1,,,,6,1023,-200,5,2,776,202,817,128,972,808,11,4936,
27-02-2005,12.00.00,1,,,,4,955,-200,3,9,706,168,888,120,884,616,12,4460,
27-02-2005,13.00.00,1,,,,8,943,-200,4,1,714,191,898,131,868,609,10,4131,
27-02-2005,14.00.00,1,,,,1,895,-200,2,5,622,149,1012,115,804,471,10,4346,
27-02-2005,15.00.00,0,,,,9,890,-200,2,2,601,101,1053,82,803,391,8,4538,
27-02-2005,16.00.00,1,,,,1,904,-200,2,3,608,134,1033,100,807,398,8,4431,
27-02-2005,17.00.00,1,,,,1,888,-200,2,4,611,150,1035,111,791,419,7,4141,
27-02-2005,18.00.00,1,,,,2,905,-200,2,9,648,188,1007,132,822,509,6,4072,
27-02-2005,19.00.00,1,,,,6,974,-200,4,9,757,254,886,155,884,723,6,3962,
27-02-2005,20.00.00,2,,,,6,1048,-200,6,8,847,324,801,181,955,888,5,3963,
27-02-2005,21.00.00,1,,,,5,895,-200,3,1,660,238,975,155,826,596,4,4001,
27-02-2005,22.00.00,1,,,,0,875,-200,2,1,594,128,1079,105,793,451,4,4085,
27-02-2005,23.00.00,1,,,,3,943,-200,3,9,703,169,950,119,870,581,4,4069,
28-02-2005,00.00.00,1,,,,6,947,-200,3,8,697,215,913,150,878,698,4,4115,
28-02-2005,01.00.00,1,,,,0,865,-200,1,8,566,111,1119,94,797,423,4,4338,
28-02-2005,02.00.00,0,,,,6,823,-200,1,0,503,60,1268,56,755,332,4,4200,
28-02-2005,03.00.00,0,,,,4,798,-200,0,6,452,-200,1435,-200,699,280,3,3930,
28-02-2005,04.00.00,0,,,,3,781,-200,0,4,425,29,1609,28,667,261,3,3879,
28-02-2005,05.00.00,0,,,,3,781,-200,0,3,409,25,1664,25,669,252,3,4022,
28-02-2005,06.00.00,0,,,,3,779,-200,0,2,402,34,1665,31,684,257,2,3972,
28-02-2005,07.00.00,0,,,,4,817,-200,0,7,462,89,1378,66,732,308,2,3908,
28-02-2005,08.00.00,1,,,,0,893,-200,2,6,629,212,1015,111,837,456,2,3804,
28-02-2005,09.00.00,1,,,,2,883,-200,3,1,659,216,943,122,842,527,2,3714,
28-02-2005,10.00.00,1,,,,0,839,-200,2,3,608,191,1040,115,780,475,3,3540,
28-02-2005,11.00.00,0,,,,9,809,-200,2,0,587,200,1084,123,744,434,3,3354,
28-02-2005,12.00.00,0,,,,8,805,-200,2,0,584,164,1137,119,726,385,3,3123,
28-02-2005,13.00.00,1,,,,1,840,-200,3,1,661,185,1016,125,757,435,4,3016,
28-02-2005,14.00.00,1,,,,0,812,-200,2,9,646,156,1045,110,731,421,3,2823,
28-02-2005,15.00.00,0,,,,8,782,-200,2,1,594,155,1134,111,673,371,3,2563,
28-02-2005,16.00.00,0,,,,9,799,-200,2,5,617,158,1099,114,699,382,3,2592,
28-02-2005,17.00.00,0,,,,9,812,-200,2,8,640,166,1093,114,716,408,2,2618,
28-02-2005,18.00.00,2,,,,0,922,-200,6,7,842,268,849,140,858,676,2,2634,
28-02-2005,19.00.00,2,,,,4,938,-200,8,1,903,309,790,141,885,798,1,2645,
28-02-2005,20.00.00,2,,,,5,939,-200,7,4,872,297,814,142,870,793,1,2615,
